text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
"Mari kita berikan Doa dan Dukungan untuk Ganjar-Mahfud 2024 pada Nusantara Bersholawat.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",mari doa dukung ganjar mahfud nusantara bersholawat sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,34,0,1,26,#ganjar,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.5106,0.202,0.798,0.0,Negative
"Wah kalo program ini nanti bisa di jalankan oleh pak @ganjarpranowo makmur pasti negara ini
Ayo pak lancarkan programmu !

#ganjarmahfud2024 #GanjarPranowo #mahfudmd #Pilpres2024 #presiden #petani",kalau program jalan ganjarpranowo makmur negara ayo lancar program ganjarmahfud ganjarpranowo mahfudmd pilpres presiden tani,0,0,0,0,#mahfudmd,Cikarang,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Banyak ulama di Indonesia yang menilai sosok Ganjar Pranowo sebagai sosok yang pekerja keras.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211,ulama indonesia nilai sosok ganjar pranowo sosok kerja keras ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"masih heran sm yg ngelaporin, masa orang berekspresi mau dibatasi....    

#erickthohir #mahfudmd #pilpres2024 #PemiluSerentak2024",heran sama yang ngelaporin orang ekspres batas erickthohir mahfudmd pilpres pemiluserentak,0,0,0,0,#mahfudmd,Jambi,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,dukung ganjar pranowo mahfud md presiden wakil presiden indonesia ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Bapak @ganjarpranowo orang baik, aku yakin bapak bisa membuat negara ini lebih baik lagi.
Semangat terus ya pak !

#ganjarmahfud2024 #GanjarPranowo #mahfudmd #Pilpres2024 #presiden",ganjarpranowo orang baik negara lagi semangat ya ganjarmahfud ganjarpranowo mahfudmd pilpres presiden,0,0,0,0,#mahfudmd,Sentul bogor,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Saya berharap banget pak @ganjarpranowo pprogram ini bisa berjalan di seluruh provinsi Indonesia. Setidaknya anak cucu kami punya masa depan yang lebih baik lagi 

 #ganjarmahfud2024 #GanjarPranowo #mahfudmd #Pilpres2024 #presiden #emakaryo",harap banget ganjarpranowo pprogram jalan provinsi indonesia anak cucu ganjarmahfud ganjarpranowo mahfudmd pilpres presiden emakaryo,0,0,0,0,#mahfudmd,"depok,citayam",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Relawan Santri Spartan deklarasi dukungan untuk Ganjar Mahfud

#GanjarPranowo #MahfudMD #GanjarMahfud2024",rawan santri spartan deklarasi dukung ganjar mahfud ganjarpranowo mahfudmd ganjarmahfud,1,0,0,1,#mahfudmd,,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar  Mahfud MD Gagas Pendirian SMKN Gratis di Indonesia

jabarekspres.com/berita/2023

#radarjabar #GanjarPranowo #MahfudMD #GanjarMahfud #ProgramKerja #SMKNGratis #Indonesia",ganjar mahfud md gagas diri smkn gratis indonesia jabarekspres com berita radarjabar ganjarpranowo mahfudmd ganjarmahfud programkerja smkngratis indonesia,2,0,0,0,#mahfudmd,Jawa Barat,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0516,0.0,0.934,0.066,Positive
"Tidak ada yang sempurna ,tapi pastikan kita memilih yang sesuai dengan hati dan nurani kita 

#ganjarmahfud2024 #GanjarPranowo #mahfudmd #Pilpres2024 #presiden",sempurna tapi pasti pilih sesuai hati nurani ganjarmahfud ganjarpranowo mahfudmd pilpres presiden,0,0,0,0,#mahfudmd,Cileungsi Bogor Timur,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gagal fokus sama pak mentri lucu banget sih di moment ini haha

#ganjarmahfud2024 #GanjarPranowo #mahfudmd #Pilpres2024 #presiden #mentripupr",gagal fokus tri lucu banget sih momen haha ganjarmahfud ganjarpranowo mahfudmd pilpres presiden mentripupr,0,0,0,0,#mahfudmd,Surabaya,11/22/2023,2023-11-22,Positive,"Sentiment(polarity=0.2, subjectivity=0.3, assessments=[(['haha'], 0.2, 0.3, None)])",0.2,0.3,0.4588,0.0,0.812,0.188,Positive
"Woles aja, guys! Ganjar tahu kita punya kekuatan lebih dari sekadar angka-angka survei #Ganjar2024 @LiaSciortino 
Ganjar Mahfud M3nang",woles aja guys ganjar kuat angka survei ganjar liasciortino ganjar mahfud m nang,0,0,0,0,#ganjar2024,Langsa,11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Beri Rapor Merah Penegakan Hukum Era Jokowi, Pengamat: Permalukan Mahfud rakyat.news/read/704837/ganj #Ganjar #Jokowi #Mahfud Baca Selengkapnya :",ganjar rapor merah tega hukum era jokowi amat malu mahfud rakyat news read ganj ganjar jokowi mahfud baca lengkap,0,0,0,0,#mahfud,Kota Makassar,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Terus berjuang Ganjar! Semoga pembangunan di Sumut semakin maju dan masyarakatnya sejahtera. #Ganjar2024,juang ganjar moga bangun sumut maju masyarakat sejahtera ganjar,0,0,0,0,#ganjar2024,Paraguay,11/16/2023,2023-11-16,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Dukungan untuk Ganjar - Mahfud terus bertambah dari berbagai kalangan di berbagai daerah
#Ganjar2024
#Mahfud2024",dukung ganjar mahfud tambah kalang daerah ganjar mahfud,0,0,0,0,#ganjar2024,,11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar  Mahfud MD Akan Berikan Perlindungan kepada PMI

jabarekspres.com/berita/2023

Editor : Jabar ekspres / Yayanagustiyanto
#jabarekspres #GanjarPranowo #MahfudMd #Perlindungan #PMI #Kampanye #Sosialisasi",ganjar mahfud md lindung pmi jabarekspres com berita editor jawa barat ekspres yayanagustiyanto jabarekspres ganjarpranowo mahfudmd lindung pmi kampanye sosialisasi,0,0,0,0,#mahfudmd,"Kota Bandung, Jawa Barat",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ini bukan masalah #pilpres saja.. 
Ini bukan masalah #Ganjar,
Ini bukan masalah #Mahfud,
Ini masalah #Ibupertiwi,
Ini masalah #Indonesia,
Ini masalah tegaknya #Demokrasi,
Ini maslah tegaknya #Konstitusi,
dan ini masalah....
#Anakcucu kita nanti....",pilpres saja ganjar mahfud ibupertiwi indonesia tegak demokrasi mas tegak konstitusi masalah anakcucu nanti,0,0,0,0,#mahfud,indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kontestasi politik 2024 telah dimulai, dukungan pada paslon 1,2,3 pun sudah riuh digaungkan dari beberapa bulan lalu

@prabowo

tiktok.com/@gemapos.id/video

#prabowo #gibran #politik #kpuri #pemilu2024 #beritaterkini #beritaterkini #beritatiktok #tiktok #ganjar #mahfud #news #berandatiktok #viral #fyp",kontestasi politik mulai dukung paslon riuh gaung prabowo tiktok com gemapos id video prabowo gibran politik kpuri pemilu beritaterkini beritaterkini beritatiktok tiktok ganjar mahfud news berandatiktok viral fyp,0,0,0,0,#mahfud,Jakarta,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gibran beri kado kepada Mahfud MD....
#gibran #mahfud #prabowo #ganjar #promedia #ruangharian",gibran kado mahfud md gibran mahfud prabowo ganjar promedia ruangharian,0,0,0,0,#mahfud,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"unnes sangat beruntung karena didatangi oleh calon presiden kita, #ganjar2024",unnes untung datang calon presiden kita ganjar,0,0,0,0,#ganjar2024,,11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Komparasi Isu Ketimpangan dalam Grand Design3 Calon Presiden-Wakil Presiden Indonesia

[SEBUAH UTAS PANJANG]

#Pilpres2024 #VisiMisi #Pemilu2024 #Anies #Muhaimin #Ganjar #Mahfud #Prabowo #Gibran",komparasi isu timpang grand design calon presiden wakil presiden indonesia buah utas panjang pilpres visimisi pemilu anies muhaimin ganjar mahfud prabowo gibran,2,1,0,1,#mahfud,Jakarta Capital Region,11/20/2023,2023-11-20,Positive,"Sentiment(polarity=0.5, subjectivity=1.0, assessments=[(['grand'], 0.5, 1.0, None)])",0.5,1.0,0.4588,0.0,0.875,0.125,Positive
"Mahfud MD memberikan kado spesial untuk Gibran Rakabuming berupa buku. Momen unik itu terjadi dalam acara 13 Tahun Mata Najwa Bergerak, Bergerak, Berdampak, Minggu (19/11) kemarin.

#rakyatmerdeka #mahfud #gibran

rm.id/baca-berita/pemilu/197",mahfud md kado spesial gibran rakabuming buku momen unik acara mata najwa gerak gerak dampak minggu kemarin rakyatmerdeka mahfud gibran rm id baca berita milu,1,0,0,0,#mahfud,"DKI Jakarta, Indonesia",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ngeri kali bapak nii
#Ganjar #GanjarPorno #GanjarPranowo",ngeri kali nii ganjar ganjarporno ganjarpranowo,0,0,0,0,#ganjar,Indonesia,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kado Gibran Untuk Pa Mahfud MD

Baca selengkapnya di timenews.co.id
#kabarterkini #terpercaya #promedia #gibran #mahfud #capres #matanajwa #narasi",kado gibran pa mahfud md baca lengkap timenews co id kabarterkini percaya promedia gibran mahfud capres matanajwa narasi,0,0,0,0,#mahfud,"North Sumatra, Indonesia",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Perjuangan Ganjar Pranowo dari bawah dinilai telah membentuk pribadi yang kuat.kekeuh,tegas,dan beliau sangat pas untuk memimpin Indonesia.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",juang ganjar pranowo nilai bentuk pribadi kuat kekeuh tegas dan beliau pas pimpin indonesia ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,"millpitas,CA",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Sejumlah Ulama Pimpinan Ponpes di Garut dan Tasikmalaya Sepakat Dukung Ganjar Pranowo-Mahfud MD

#GanjarMahfud2024 #Pilpres2024 #Garut #KecamatanSelaawi #KabupatenGarut #Ganjar #Mahfud #News #NewsUpdate #BeritaTerkini",ulama pimpin ponpes garut tasikmalaya sepakat dukung ganjar pranowo mahfud md ganjarmahfud pilpres garut kecamatanselaawi kabupatengarut ganjar mahfud news newsupdate beritaterkini,70,73,0,36,#mahfud,iNews Tower,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Ini Nasehat Cak Imin Ke Gibran #mahfud #gibran #cakimin #cakiminow,nasehat cak imin gibran mahfud gibran cakimin cakiminow,0,0,0,0,#mahfud,"Bali, Indonesia",11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Diduga Tebaang Pilih dalam Lakukan Pencopotan Baliho, Relawan Ganjar Geruduk Kantor Satpol PP di Yogyakarta

#Yogyakarta #RelawanGanjarPranowo #GanjarMahfud2024 #Ganjar #Mahfud #News #NewsUpdate #BeritaTerkini #RelawanGP",duga tebaang pilih laku copot baliho rawan ganjar geruduk kantor satpol pp yogyakarta yogyakarta relawanganjarpranowo ganjarmahfud ganjar mahfud news newsupdate beritaterkini relawangp,54,54,1,21,#mahfud,iNews Tower,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Diduga Tebaang Pilih dalam Lakukan Pencopotan Baliho, Relawan Ganjar Geruduk Kantor Satpol PP di Yogyakarta

#Yogyakarta #RelawanGanjarPranowo #GanjarMahfud2024 #Ganjar #Mahfud #News #NewsUpdate #BeritaTerkini #RelawanGP",duga tebaang pilih laku copot baliho rawan ganjar geruduk kantor satpol pp yogyakarta yogyakarta relawanganjarpranowo ganjarmahfud ganjar mahfud news newsupdate beritaterkini relawangp,26,29,0,13,#mahfud,iNews Tower,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Wakil Presiden (Cawapres) nomor urut tiga, Mahfud MD pulang kampung ke Pulau Madura, Jawa Timur, Sabtu (18/11/2023).

#rakyatmerdeka #mahfud

rm.id/baca-berita/pemilu/197",calon wakil presiden cawapres nomor urut tiga mahfud md pulang kampung pulau madura jawa timur sabtu rakyatmerdeka mahfud rm id baca berita milu,0,0,0,0,#mahfud,"DKI Jakarta, Indonesia",11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Sudah pasti Pak @ganjarpranowo disambut hangat oleh penduduk setempat, karena Pak Ganjar adalah org yg humble  #SahabatGanjar #GanjarMahfud2024 #GanjarPresiden #GanjarPranowo #AliSyakieb #alisyakieb #AHA724",ganjarpranowo sambut hangat duduk tempat ganjar orang yang humble sahabatganjar ganjarmahfud ganjarpresiden ganjarpranowo alisyakieb alisyakieb aha,1,0,0,1,#ganjarpranowo,,11/22/2023,2023-11-22,Negative,"Sentiment(polarity=-0.2, subjectivity=0.4, assessments=[(['humble'], -0.2, 0.4, None)])",-0.2,0.4,0.0,0.0,1.0,0.0,Neutral
"Insyaalloh,saya akan mendukung sepenuhnya untuk calon pemimpin Indonesia yang mempunyai jiwa pekerja keras yang sangat tinggi.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",insyaalloh saya dukung sepenuh calon pimpin indonesia jiwa kerja keras tinggi ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Perjuangan Ganjar Pranowo dari bawah dinilai telah membentuk pribadi yang kuat.kekeuh,tegas,dan beliau sangat pas untuk memimpin Indonesia.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",juang ganjar pranowo nilai bentuk pribadi kuat kekeuh tegas dan beliau pas pimpin indonesia ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Banyak ulama di Indonesia yang menilai sosok Ganjar Pranowo sebagai sosok yang pekerja keras.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211,ulama indonesia nilai sosok ganjar pranowo sosok kerja keras ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Insyaalloh,saya akan mendukung sepenuhnya untuk calon pemimpin Indonesia yang mempunyai jiwa pekerja keras yang sangat tinggi.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",insyaalloh saya dukung sepenuh calon pimpin indonesia jiwa kerja keras tinggi ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Perjuangan Ganjar Pranowo dari bawah dinilai telah membentuk pribadi yang kuat.kekeuh,tegas,dan beliau sangat pas untuk memimpin Indonesia.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",juang ganjar pranowo nilai bentuk pribadi kuat kekeuh tegas dan beliau pas pimpin indonesia ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Banyak ulama di Indonesia yang menilai sosok Ganjar Pranowo sebagai sosok yang pekerja keras.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211,ulama indonesia nilai sosok ganjar pranowo sosok kerja keras ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pak Ganjar adalah sosok yang sangat senang melakukan interaksi kepada masyarakatnya, entah itu dimana pun dan kapan pun.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211",ganjar sosok senang interaksi masyarakat mana pun ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Ganjar Pranowo disebut sebagai sosok pribadi yang humble dan Beliau selalu melakukan pendekatan kepada masyarakat.Ganjar Mahfud M3nang. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #SenoKusumoarjo #Apri2211,ganjar pranowo sosok pribadi humble beliau dekat masyarakat ganjar mahfud m nang ganjarpranowo ganjarmahfud ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara senokusumoarjo apri,1,0,0,1,#ganjarmahfud,,11/22/2023,2023-11-22,Negative,"Sentiment(polarity=-0.2, subjectivity=0.4, assessments=[(['humble'], -0.2, 0.4, None)])",-0.2,0.4,0.0,0.0,1.0,0.0,Neutral
#JNK #GanjarPranowo #MahfudMd,jnk ganjarpranowo mahfudmd,0,0,0,0,#mahfudmd,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Sahabat Ganjar mengajak kamu untuk berbagi semangat dalam membangun negara yang berdikari melalui acara pada:

?: Minggu, 26 November 2023
: Kota Bogor, Jawa Barat
: 0811-9118-661 (Andreas)

Jangan sampai terlewatkan ya...

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",sahabat ganjar ajak bagi semangat bangun negara berdikari acara pada minggu november kota bogor jawa barat andreas lewat ya sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,35,6,1,6,#ganjar,,11/21/2023,2023-11-21,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Berani pantang mundur berantas korupsi ke akar-akarnya memang idola pak Ganjar Mahfud 

#GanjarPranowo #GanjarPresiden #GanjarMahfud #GanjarUntukSemua #GanjarPresiden2024 #mahfudmd #palembang #korupsi #antikorupsi",berani pantang mundur berantas korupsi akar idola ganjar mahfud ganjarpranowo ganjarpresiden ganjarmahfud ganjaruntuksemua ganjarpresiden mahfudmd palembang korupsi antikorupsi,0,0,0,0,#mahfudmd,Palembang,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Tanpa dukungan Dinasti, #GanjarMahfud didukung kepala desa. menunjukan sang Lurah cuman didenger sama pj pj daerah",dukung dinasti ganjarmahfud dukung kepala desa tunjuk sang lurah cuma didenger pj pj daerah,0,0,0,0,#ganjarmahfud,Jakarta,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#JNK #MahfudMd #GanjarMahfud #GanjarPresiden #GanjarPranowo,jnk mahfudmd ganjarmahfud ganjarpresiden ganjarpranowo,0,0,0,0,#mahfudmd,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Mahfud luncurkan visi misi

#GanjarPranowo #MahfudMD #GanjarMahfud2024",ganjar mahfud luncur visi misi ganjarpranowo mahfudmd ganjarmahfud,0,0,0,0,#mahfudmd,"Yogyakarta, Indonesia",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Visi Misi Ganjar Mahfud bawa indonesia maju

#GanjarPranowo #MahfudMD #GanjarMahfud2024",visi misi ganjar mahfud bawa indonesia maju ganjarpranowo mahfudmd ganjarmahfud,0,0,0,0,#mahfudmd,"Yogyakarta, Indonesia",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Bersama Ganjar-Mahfud, Mewujudkan Hukum yang Adil dan Merata bagi seluruh masyarakat Indonesia. 


jangan lupa colos nomer 3
@ganjarpranowo
@mohmahfudmd

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",ganjar mahfud wujud hukum adil rata masyarakat indonesia lupa colos nomor ganjarpranowo mohmahfudmd sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,0,0,0,0,#ganjar,,11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"LIVE !!
Dialog Terbuka
Muhammadiyah bersama Calon Pemimpin Bangsa

Guest Star
@ganjarpranowo
@mohmahfudmd

Kamis, 23 November 2023
09.00 WIB

Dapat disaksikan melalui siaran digital maupun streaming di tvmu.tv atau Youtube TVMu Channel

#mahfudmd
#ganjarpranowo",live dialog buka muhammadiyah calon pimpin bangsa guest star ganjarpranowo mohmahfudmd kamis november wib saksi siar digital streaming tvmu tv youtube tvmu channel mahfudmd ganjarpranowo,31,0,1,17,#mahfudmd,Jakarta Capital Region,11/21/2023,2023-11-21,Positive,"Sentiment(polarity=0.06818181818181818, subjectivity=0.25, assessments=[(['live'], 0.13636363636363635, 0.5, None), (['digital'], 0.0, 0.0, None)])",0.06818181818181818,0.25,0.0,0.0,1.0,0.0,Neutral
"Program Ganjar Mahfud

#GanjarPranowo #MahfudMD #GanjarMahfud2024",program ganjar mahfud ganjarpranowo mahfudmd ganjarmahfud,0,0,0,0,#mahfudmd,"Yogyakarta, Indonesia",11/22/2023,2023-11-22,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
