text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,dataset,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound_multi,vader_neg_multi,vader_neu_multi,vader_pos_multi,vader_sentiment_multi
"Prabowo Gibran nomor urut 2 adalah pemimpin yang siap menghadapi tantangan masa depan. Mari bersama-sama membangun Indonesia yang lebih baik

PakPrabowo DadiPresidenku
PrabowoGibran GaweAyem",prabowo gibran nomor urut pimpin hadap tantang depan mari bangun indonesia pakprabowo dadipresidenku prabowogibran gaweayem,0,0,0,0,nomor urut,"Cilacap Tengah, Indonesia",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Jadi sedikit nyerang Anies-Imin nya. Lebih banyak nyerang Prabowo-Gibran. Bener kata pengamat, ga boleh hanya 2 paslon.",nyerang anies imin nya nyerang prabowo gibran bener amat tidak paslon,0,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Wali Kota Makassar Mohammad Ramdhan ï¿½Dannyï¿½ Pomanto ikut berkomentar mengenai isu kemanusiaan di Palestina yang dilakukan oleh Israel. Menurut Danny Pomanto, mengenai simpati ke Palestina jangan diajarkan kepada calon Presiden nomor urut 3, Ganjar Pranowo

demokrasinews.co.id/2023/11/ï¿½",wali kota makassar mohammad ramdhan danny pomanto komentar isu manusia palestina israel danny pomanto simpati palestina ajar calon presiden nomor urut ganjar pranowo demokrasinews co id,0,0,0,0,nomor urut,"Lampung Timur, Lampung",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Kalo dapet nomor urut 1 atau 2 berarti janjinya cuma segitu dong pak?,kalau dapet nomor urut janji segitu pak,0,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"#TemanPemilih, kamu perlu tahu inilah pernyataan Calon Presiden dan Calon Wakil Presiden Nomor Urut 2 pada Pemilihan Umum Tahun 2024 tentang Kinerja Komisi Pemilihan Umum. 

Simak selengkapnya pada video ini ya. 

#KPUMelayani
#PemiluSerentak2024",temanpemilih nyata calon presiden calon wakil presiden nomor urut pilih kerja komisi pilih umum simak lengkap video ya kpumelayani pemiluserentak,0,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Mas @gibran_tweet dpt nomor antrean 14 & Pak @prabowo dpt nomor urut 2 & angka tahun 2024 dijumlahkan hasilnya 8, ini kode alam memberi restui bahwa tanggal 14/2/2024 adalah hari baik Prabowo-Gibran??

Semoga Pak Prabowo Presiden RI1 ke-8, Ingat...tgl 14/2/2024
Coblos nomor 2",mas gibran tweet dapat nomor antre prabowo dapat nomor urut angka jumlah hasil kode alam restu tanggal prabowo gibran moga prabowo presiden ri ke ingat tgl coblos nomor,112,78,7,31,nomor urut,Samarinda,11/17/2023,prabowogibran,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Cawapres Nomor Urut 2, Gibran Rakabuming Raka kembali menegaskan kalau ijazahnya tidak palsu. Hal itu dia jawab di acara perayaan HUT ke-13 tahun Mata Najwa, Minggu (19/11).

#IDNTimes #GenZMemilih 

idntimes.com/news/indonesia/ï¿½",cawapres nomor urut gibran rakabuming raka ijazah palsu acara raya hut ke mata najwa minggu idntimes genzmemilih idntimes com news indonesia,1,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pasangan AMIN dapat nomor urut SATU....

Kalau berkunjung ke Mamuju
Janganlah lupa memakai sepatu
Kalau inginkan Indonesia maju
Mari dukung si nomor SATU 

Bismillah...",pasang amin nomor urut satu kunjung mamuju lupa pakai sepatu indonesia maju mari dukung si nomor bismillah,3278,133,33,830,nomor urut,Indonesia,11/14/2023,prabowogibran,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ayo kita dukung Prabowo Gibran nomor urut 2 untuk membangun Indonesia yang maju

PakPrabowo DadiPresidenku
PrabowoGibran GaweAyem",ayo dukung prabowo gibran nomor urut bangun indonesia maju pakprabowo dadipresidenku prabowogibran gaweayem,0,0,0,0,nomor urut,"Setia Budi, Indonesia",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Bersiaplah untuk mengubah masa depan negeri ini! Prabowo Gibran nomor urut 2 siap memimpin Indonesia menuju kemajuan yang lebih baik

PakPrabowo DadiPresidenku
PrabowoGibran GaweAyem",siap ubah negeri ini prabowo gibran nomor urut pimpin indonesia maju pakprabowo dadipresidenku prabowogibran gaweayem,0,0,0,0,nomor urut,"Cilacap Selatan, Indonesia",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Wah jadi gitu hemmmm..... Jadi semangkin yakin dan akan selalu mengingat bahwa saya semangkin yakin akan memilih paslon nomor urut ? Terima kasih atas masukannya terus terus meng hujat sampai waktu nya pemilihan presiden ?,begitu hemm semangkin semangkin pilih paslon nomor urut terima kasih masuk meng hujat nya pilih presiden,0,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Presisi memotret hasil capres-cawapres nomor urut 2, yakni Prabowo Subianto-Gibran Rakabuming Raka meraih elektabilitas 42,70 persen. Disusul Anies Baswedan-Muhaimin Iskandar 22 persen, 

#Prabowo",presisi potret hasil capres cawapres nomor urut prabowo subianto gibran rakabuming raka raih elektabilitas persen susul anies baswedan muhaimin iskandar persen prabowo,1,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Video Call     dgn capres nomor urut 3 Ganjar Pranowo...bicara soal tim sukses hingga biaya saksi

Di sisi lain yg paling suka teriak paslon lain curang & koar2 soal netralitas aparat Polri & TNI...Payahkan menjilat ludahnya sendiri",video telepon dengan capres nomor urut ganjar pranowo bicara tim sukses biaya saksi sisi yang suka teriak paslon curang koar netralitas aparat polri tni payah jilat ludah,247,93,48,125,nomor urut,Samarinda,11/17/2023,prabowogibran,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden nomor urut 3, Ganjar Pranowo, baru-baru ini mencoba menggunakan Mass Rapid Transit (MRT) Jakarta setelah melakukan sesi lari pagi di Car Free Day (CFD) Sudirman.

Ganjar Pranowo, dalam interaksinya dengan artis dan influencer, secara antusias mendengarkan keluhan serta hambatan yang mereka sampaikan, sambil menyoroti perlunya dukungan positif dari pemerintah, terutama dalam konteks dunia kreatif.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",calon presiden nomor urut ganjar pranowo baru coba mass rapid transit mrt jakarta sesi lari pagi car free hari cfd sudirman ganjar pranowo interaksi artis influencer antusias dengar keluh hambat sampai sorot dukung positif perintah konteks dunia kreatif sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,1,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Positive,"Sentiment(polarity=0.4, subjectivity=0.8, assessments=[(['free'], 0.4, 0.8, None)])",0.4,0.8,0.5106,0.0,0.93,0.07,Positive
"Dengan nomor urut 2, kita akan membawa perubahan positif untuk negeri tercinta

PakPrabowo DadiPresidenku
PrabowoGibran GaweAyem",nomor urut bawa ubah positif negeri cinta pakprabowo dadipresidenku prabowogibran gaweayem,0,0,0,0,nomor urut,"Kota Surabaya, Jawa Timur",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Calon wakil presiden nomor urut dua meminta agar tim kampanye daerah fokus bekerja. Capres nomor urut tiga ke kabupaten Tangerang disambut meriah aktivis buruh. Paslon nomer urut satu mengungkap sumber dana terbesar paslon ini datang dari para relawan. cnnindonesia.com/tv,calon wakil presiden nomor urut tim kampanye daerah fokus kerja capres nomor urut kabupaten tangerang sambut riah aktivis buruh paslon nomor urut ungkap sumber dana besar paslon rawan cnnindonesia com tv,0,0,0,0,nomor urut,Indonesia,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3.",hasil undi tetap nomor urut serta pilpres selasa november pasang anies baswedan muhaimin iskandar nomor urut prabowo subianto gibran rakabuming raka nomor urut ganjar pranowo mahfud md nomor urut,0,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Pranowo dan Mahfud MD, membawa semangat menuju kemenangan, siap bersaing dengan penuh dedikasi dan nomor urut 3 sebagai tanda identifikasi mereka.

#PDIPerjuangan
#GanjarUntukSemua
#GanjarPresiden
#MEnangkanGAnjar
#GanjarMahfud
#GanjarMahfud2024",ganjar pranowo mahfud md bawa semangat menang saing penuh dedikasi nomor urut tanda identifikasi mereka pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar ganjarmahfud ganjarmahfud,888,57,8,170,nomor urut,Indonesia,11/14/2023,prabowogibran,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Andaikan pemuda Indonesia dlm memilih pemimpinnya dg memperhatikan kriteria2 seperti  yg disampaikan oleh Pemuda Batak Bersatu, saya yakin paslon Ganjar Mahfud akan landing dg mudah, dan Indonesia ke depannya akan lebih baik.",andai pemuda indonesia dalam pilih pimpin dengan perhati kriteria yang pemuda batak satu paslon ganjar mahfud landing dengan mudah indonesia depan baik,0,0,0,0,paslon,"Ulujami, Indonesia",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"@mohmahfudmd @PDI_Perjuangan  Paslon 1 & 3 mulai Panik, Anak Muda Bergerak Melalui Gibran Sebagai Jembatan, Klo bukan Sekarang, kapan Lagi?",mohmahfudmd pdi juang paslon panik anak muda gerak gibran jembatan kalau sekarang lagi,0,0,0,0,paslon,indonesia,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Om @kurawa  pertanyaan kira"" yg bakalan masuk putaran kedua nomor urut berapa om @kurawa ?",om rawa kira yang masuk putar nomor urut om rawa,2,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"kalau warga nya aja banyak yg ngeluh bagaimana mungkin dia akan mendapat dukungan dari masyarakat daerah lain nya  ?
Pilih yg pasti aja ya pilih pak @prabowo & @gibran_tweet pasangan capres nomor urut 2 ?.",warga nya saja yang keluh dukung masyarakat daerah nya pilih yang saja ya pilih prabowo gibran tweet pasang capres nomor urut,57,25,7,28,nomor urut,,11/17/2023,prabowogibran,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Parah nih!!

Acara diskusi yang diselenggarakan di UGM mengklaim tak mendapatkan rekomendasi atau izin dari rektorat kampus untuk mengundang calon presiden nomor urut satu, Anies Baswedanï¿½sebagai narasumber. Rektorat mengancam akan membubarkan acara tsb.

cnnindonesia.com/nasional/20ï¿½",parah nih acara diskusi selenggara ugm klaim rekomendasi izin rektorat kampus undang calon presiden nomor urut satu anies baswedan bagai narasumber rektorat ancam bubar acara tsb cnnindonesia com nasional,399,127,27,287,nomor urut,"Makassar-Jakarta, Indonesia",11/18/2023,prabowogibran,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Tak dibenarkan ada keberpihak kepada salah satu paslon
Pamong Bukan Politisi",benar pihak salah paslon pamong politis,0,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Gaji bulanan Perangkat Desa saja yang masih menurut UU tahun 2017 dan 2019 masih dibawah Upah Minimumï¿½.bukan mau merendahkanï¿½.tapi mengambil dana APBN kah utk penyelenggaraan ini ? dan mendeklarasikan Paslon tertentuï¿½.jelas sgt melanggar dan TIDAK ber ETIKAï¿½.tapi yaaahï¿½.,gaji bulan perangkat desa uu bawah upah minimum bukan rendah tapi ambil dana apbn kah untuk selenggara deklarasi paslon tentu jelas sangat langgar ber etika tapi yah,0,0,0,0,paslon,under the sky,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"@mohmahfudmd @PDI_Perjuangan  Paslon 1 & 3 mulai Panik, Anak Muda Bergerak Melalui Gibran Sebagai Jembatan, Klo bukan Sekarang, kapan Lagi?",mohmahfudmd pdi juang paslon panik anak muda gerak gibran jembatan kalau sekarang lagi,0,0,0,0,paslon,indonesia,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Yth:  @jokowi 
Peraturan itu dibuat untuk taati.
Bagaimana bisa jujur dan adil dalam persaingan ini, kalau salah satu dia 3 paslon sudah melanggar aturan tapi didiamkan.",yth jokowi atur taat jujur adil saing ini salah paslon langgar atur diam,2,0,0,0,paslon,"Lombok, NTB",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Jakarta - Calon presiden nomor urut 2, Prabowo Subianto memuji pemerintahan Presiden Joko Widodo (Jokowi) yang dinilai telah berhasil menjaga bangsa melewati berbagai masa sulit. Tak terkecuali saat dunia maupun Indonesia diterpa pandemi Covid-19.",jakarta calon presiden nomor urut prabowo subianto puji perintah presiden joko widodo jokowi nilai hasil jaga bangsa lewat sulit kecuali dunia indonesia terpa pandemi covid,0,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"3 itu bukan cuma angka, tapi harapan. 
Ganjar-Mahfud punya resep inovasi nyata buat perubahan yang kita butuhkan! 

Nomor urut 3 Ganjar-Mahfud PILIHANKU!! 


#SahabatGanjar #GanjarPranowo #GenerasiGotongRoyong #GanjarPresiden  #GanjarMahfud2024",angka harap ganjar mahfud resep inovasi nyata ubah butuh nomor urut ganjar mahfud pilih sahabatganjar ganjarpranowo generasigotongroyong ganjarpresiden ganjarmahfud,0,0,0,0,nomor urut,Indonesia,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden nomor urut 3,ï¿½ @ganjarpranowo ï¿½menyambangi Jakarta. Dia pun memulai aktivitasnya dengan lari pagi di kawasan CFD di kawasan Jalan Jenderal Sudirman, Jakarta.

Sejatinya olahraga harus menjadi budaya yang perlu diterapkan di tengah kehidupan sehari-hari.",calon presiden nomor urut ganjarpranowo sambang jakarta aktivitas lari pagi kawasan cfd kawasan jalan jenderal sudirman jakarta sejati olahraga budaya terap hidup hari,17,0,0,4,nomor urut,,11/19/2023,prabowogibran,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden (Capres) nomor urut 1 Anies Baswedan menandatangani kontrak politik dengan suporter PSM Makassar, terkait stadion untuk kandang PSM.
#calonpresidennomorurut1aniesbaswedan#menandatanganikontrakpolitikdengansuporterPSM#beritanews
selatan.herald.id/2023/11/20ï¿½",calon presiden capres nomor urut anies baswedan menandatangani kontrak politik suporter psm makassar kait stadion kandang psm calonpresidennomorurut aniesbaswedan menandatanganikontrakpolitikdengansuporterpsm beritanews selatan herald id,0,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"""kami paslon caleg mengucapkan selamat untuk putra daerah kami""",kami paslon caleg selamat putra daerah kami,0,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Anies Baswedan yang merupakan calon presiden (capres) nomor urut satu ungkapkan sebuah janjinya di Makassar, Sulawesi Selatan (Sulsel). Dalam janjinya, Anies akan bangun stadion sepakbola berstandar FIFA hingga berkonsep green building.
inversi.id/politik/pemilu-20ï¿½",anies baswedan calon presiden capres nomor urut ungkap janji makassar sulawesi selatan sulsel janji anies bangun stadion sepakbola standar fifa konsep green building inversi id politik pemilu,0,0,0,4,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Negative,"Sentiment(polarity=-0.2, subjectivity=0.3, assessments=[(['green'], -0.2, 0.3, None)])",-0.2,0.3,0.0,0.0,1.0,0.0,Neutral
"Kenapa contohnya cuma dari salah satu psg paslon aja yak?

Wkwkwkk",contoh salah psg paslon saja yak wkwkwkk,0,0,0,0,paslon,Indonesia,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Itumah saya setuju.tapi kita lihat aja nanti jika terjadi putaran kedua dari paslon yang lolos ke putaran kedua pasti melakukan lobi2 politik ke paslon yang tidak lolos,siapapun itu tanpa terkecuali",itumah tuju tapi lihat saja putar paslon lolos putar lobi politik paslon lolos siapa kecuali,0,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"bjir amat, udah nyelesain ppt awal tp pas diacak dapet nomor urut terakhir???  ya Allah gini amat Senin",bjir amat sudah nyelesain ppt tetapi pas acak dapet nomor urut akhir ya allah begini senin,0,0,0,0,nomor urut,all the gmmtv stan shipper,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Dengan nomor urut 2, kita akan membawa perubahan positif untuk masa depan Indonesia

PakPrabowo DadiPresidenku
PrabowoGibran GaweAyem",nomor urut bawa ubah positif indonesia pakprabowo dadipresidenku prabowogibran gaweayem,0,0,0,0,nomor urut,"Penjaringan, Indonesia",11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Harus netral..kalo jelas2 dukung salah satu paslon ya bukan netral lagi,netral kalo jelas dukung salah paslon ya netral,2,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Jakarta - Calon presiden nomor urut 2, Prabowo Subianto memuji pemerintahan Presiden Joko Widodo (Jokowi) yang dinilai telah berhasil menjaga bangsa melewati berbagai masa sulit. Tak terkecuali saat dunia maupun Indonesia diterpa pandemi Covid-19.",jakarta calon presiden nomor urut prabowo subianto puji perintah presiden joko widodo jokowi nilai hasil jaga bangsa lewat sulit kecuali dunia indonesia terpa pandemi covid,0,1,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
semakin aneh saja paslon ini...,aneh paslon ini,0,0,0,0,paslon,kendal,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Prabowo, capres nomor urut 2, sambungin program Jokowi kalau menang. dekade08",prabowo capres nomor urut sambungin program jokowi menang dekade,0,0,0,0,nomor urut,jakarta,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Semua Program Kenegaraan untuk Kesra Rakyat Indonesia sebagian besar telah diwadahi dalam Paslon Prabowo Gibran, shg hampir tidak tersisa program yang bisa Paslon lain tawarkan kepada Rakyat Indonesia...akhirnya kan kebingungan sendiri Paslon yg lainnya kan....",program negara kesra rakyat indonesia wadah paslon prabowo gibran sehingga sisa program paslon tawar rakyat indonesia akhir bingung paslon yang kan,5,1,1,2,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden Indonesia Nomor urut 3 Ganjar Pranowo tampak mesra dengan Muhammadiyah Sulawesi Selatan saat berdiskusi tentang kebangsaan, Sabtu (18/11/2023). 

#SahabatGanjar  #GanjarMahfud2024",calon presiden indonesia nomor urut ganjar pranowo mesra muhammadiyah sulawesi selatan diskus bangsa sabtu sahabatganjar ganjarmahfud,5,0,0,5,nomor urut,jakarta Indonesia,11/19/2023,prabowogibran,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Bersiaplah, masa depan baru kita dimulai bersama Capres-cawapres Nomor urut 3 Ganjar-Mahfud, memimpin kita ke arah yang lebih baik, lebih modern, lebih inklusif.

?",siap capres cawapres nomor urut ganjar mahfud pimpin arah baik modern inklusif,13,0,0,7,nomor urut,Indonesia,11/19/2023,prabowogibran,2023-11-19,Positive,"Sentiment(polarity=0.2, subjectivity=0.3, assessments=[(['modern'], 0.2, 0.3, None)])",0.2,0.3,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden nomor urut 3, Ganjar Pranowo, menghadiri acara Musyawarah Ikatan Alumni Universitas Negeri Makassar (UNM) pada Sabtu (18/11/2023).

Dalam pertemuan tersebut, Ganjar mengangkat isu-isu yang pernah populer di masa lalu, mengaitkannya dengan konteks zaman sekarang, serta merangkai visi masa depan. 

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",calon presiden nomor urut ganjar pranowo hadir acara musyawarah ikat alumni universitas negeri makassar unm sabtu temu sebut ganjar angkat isu populer lalu kait konteks zaman sekarang rangkai visi depan sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,6,1,0,4,nomor urut,,11/19/2023,prabowogibran,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Capres nomor urut 2, Prabowo, janji setia lanjutin program Jokowi. dekade08",capres nomor urut prabowo janji setia lanjutin program jokowi dekade,0,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Satgas Humas OMB Agung 2023 Melakukan Peliputan di Gudang KPUD Badung

Mangupura, anggota Kasubsatgas Peliputan OMB Agung 2023 - 2024 tahap pendaftaran dan penetapan nomor urut calon Presiden dan calon wakil presiden melakukan peliputan kegiatan pengamanan di Gudang KPU Badung",satgas humas omb agung liput gudang kpud badung mangupura anggota kasubsatgas liput omb agung tahap daftar tetap nomor urut calon presiden calon wakil presiden liput giat aman gudang kpu badung,0,0,0,0,nomor urut,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Aneh yah kubu @ganjarpranowo alias buzzerRp ini @Dennysiregar7  sering mencari kesalahan paslon capres lain ?? apa kalian takut kalah yaaa,aneh yah kubu ganjarpranowo alias buzzerrp dennysiregar cari salah paslon capres takut kalah ya,1,1,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Paslon gafud ini bener2 dah,paslon gafud bener sudah,0,1,0,0,paslon,????,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Bersiaplah untuk sebuah era di mana ideï¿½ brilian dan visi jauh ke depan menjadi kenyataan, dibawa kepemimpinan Capres - Cawapres Nomor urut 3 Ganjar - Mahfud. 

#SahabatGanjar #GanjarPranowo #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",siap era ide brilian visi nyata bawa pimpin capres cawapres nomor urut ganjar mahfud sahabatganjar ganjarpranowo ganjarpresiden ganjaruntuksemua ganjarmahfud,40,2,0,10,nomor urut,,11/19/2023,prabowogibran,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"02 fokus blunder + gimmick, 03 fokus jatuhin 02, 01 nya fokus kesana kemari kampanye, woi sadar woi para paslon 02 03, klo gk sadar untung bgt si 01",fokus blunder gimmick fokus jatuhin nya fokus kesana kemari kampanye woi sadar woi paslon kalau tidak sadar untung banget si,0,0,0,0,paslon,,11/20/2023,prabowogibran,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
