likes,replies,quotes,retweets,searchQuery,clean_content,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
0,0,0,0,anies muhaimin,anies muhaimin kaya batman robin otak tenaga asiaiwa muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1166,58,15,505,anies,jejak digital kejam masszeh edar video debat pilkada dki jakarta anies vs ahok sekli debat kali agama identitas isu kampanye pilkada moga kejang sabar lihat debat capres nih,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[(['digital'], 0.0, 0.0, None)])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
6,1,0,2,mahfud,keras mahfud bicara hancur dinasti ketidakad piped video fhygtp m y,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo gibran,yuhuuuu gibran tweet prabowo lantik langsung pilpres x com tvonenews status,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies muhaimin,survei charta politika pasang ganjar mahfud unggul prabowo gibran anies muhaimin hasil survei bukti survei gama unggul,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
97,18,5,35,mahfud,lololololo bahaya ta anak presiden loh masak cawapres sing tenang maze baris ganjar mahfud sia nih sang paman lolos ponakan rakyat mamihak,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,anak mudah suka mahfud banding gibran mahfudmd ganjarmahfud gibran jagademokrasi paktelur mk jokowi anakpresiden genz ganjarpranowo prabowo catatandemokrasi,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,tahan air lingkung prabowo prabowo kodekita menatamasadepan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#ganjar,ikn gagas zaman karno eksekusi jokowi ganjar malam ganjar rose scarlett neo hestoria indigo diserves better ronyparulianmengapa jerman genosida nokia fuji abu janda smrc kaskus partai sosmed menteri hukum artist m gofud gama ganjarmahmud,11/6/2023,11/6/2023,Positive,"Sentiment(polarity=0.55, subjectivity=0.725, assessments=[(['rose'], 0.6, 0.95, None), (['better'], 0.5, 0.5, None)])",0.55,0.725,0.4404,0.0,0.919,0.081,Positive
0,0,0,0,mahfud,ganjar mahfud pilih pimpin maju indonesia maju smngt,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,anies baswedan cak imin kena amien rais syndrome cek hasil survei elektabilitas respon gus imin tribunkaltim cakimin anies pilpres hasilsurveicapres kaltim tribunnews com tribunnews,11/3/2023,11/3/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
10,8,0,3,mahfud,officialmkri jokowi gibran tweet kaesangp jimlyas hamdanzoelva batal putus mk people power turun jokowi,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,ganjarpranowo mahfudmd maju umkm gofud gama ganjartulusmelayani ganjarlebihbaik sahabatganjar jawarakanganjar makganjar mottogp tanpabeban gerakcepat,11/4/2023,11/4/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,buku buku politik mahasiswa bukumurah gibran prabowosubianto ganjarpranowo mahfudmd aniesbaswedan cakimin,10/25/2023,10/25/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
2,0,0,1,#ganjar,ganjar milu bersih taat konstitusi ganjar relawanganjar relawanganjarpranowo jawatengah jatenggayeng pakganjar masganjar ganjarpresiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo gibran,prabowo gibran libat debat rumit svtnlight,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfud,fix bendera pdip baliho ganjar mahfud copot ganjarmahfud ganjarcapres ganjar ganjarpranowo ganjarpresiden mahfud ganjarpranowo ganjarmenangtotal,11/1/2023,11/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1031,11,6,388,#anies,ketua aisyiah muhammadiyah bandung dukung amin anies amin aniesmuhaimin,10/27/2023,10/27/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,cakimin,sukses cakimin,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
40,5,5,12,prabowo gibran,semangat selasa pagi lupa sarap gemoy gemes bikin enjoy elite pan posisi tim kampanye nasional tkn prabowo gibran ketua dpp pan zita anjani posisi anggota komandan pilih muda tkn gemoy muda,11/7/2023,11/7/2023,Positive,"Sentiment(polarity=0.4, subjectivity=0.5, assessments=[(['enjoy'], 0.4, 0.5, None)])",0.4,0.5,0.4939,0.0,0.904,0.096,Positive
0,0,0,0,#cakimin #anies,gusiminkuncipilpres gusimimpkbsatu gus imin pilih pilih gus imin pilpres capres cawapres gusmuhaiminiskandar muhaiminiskandar cakimin pkb prabowo ganjar anies prabowosubianto ganjarpranowo aniesbaswedan cakiminnow dpp pkb emhasanudin,9/1/2023,9/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,gibran,pimpin solutif mas gibran,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfud,prestasi mahfud sabar deh beres mahfud coba telusur seksama,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
2,0,0,0,#cakimin #anies,potensi cipta koalisi presiden muncul duet aniesmuhaimin seword com politik potensi t koalisi p aniesbaswedan anies cakimin politik nkri indonesia pilpres ganjar gp p ganjarpranowo gp presiden gp ri na,9/3/2023,9/3/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,ngomongnya budiman s dukung prabowo bilang pdip nangis ketemu bu mega ujung nya pecat bobby ajak putar yah pdip hahaha,11/7/2023,11/7/2023,Positive,"Sentiment(polarity=0.2, subjectivity=0.4, assessments=[(['hahaha'], 0.2, 0.4, None)])",0.2,0.4,0.5574,0.0,0.841,0.159,Positive
0,1,0,0,#cakimin #anies,pkb resmi usung anies cak imin pilpres pkb cakimin anies pilpres jatim viva co id kabar,9/1/2023,9/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
25,0,0,16,#ganjar,biar ganjar manis tambahin gula ajee si mbok sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin #anies,politik seru pilpres misterius nih pilpres muncul isu penghianat koalisi kota lihat isu muncul koalisi pilpres demokrat nasdem anies pkb cakimin ahy,9/1/2023,9/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#muhaimin,pemkab bogor asuransi ribu hektare sawah lindung tani bogor com pemkab bogor prabowo gibran tani asuransi bupatibogor anies muhaimin ganjar mahfud,10/26/2023,10/26/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,selamat sumpah pemuda tanah air bangsa bahasa indonesia rifanhamim com pemilu pkb dpcpkbkudus cakimin gusmuhaimin thenext hamim rifanhamim hrifanhamim,10/28/2023,10/28/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,cawapres koalisi amin muhaimin iskandar cak imin beber fungsi sarung pakai santri pesantren indonesia lengkap klik taut kaltim koranseruya com kaltimkoranseruya aniesbaswedan cakimin gibran,10/23/2023,10/23/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,#cakimin,elektabilitas anies merosot survei pilpres anies banding kandidat koalisiperubahan anies cakimin aniescapresgagal aniesimingagal pilpres surveipilpres lsi,10/29/2023,10/29/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#prabowo,prabowo ngaku ubah gegara x kalah pilpres jokowi tertawa cnbc indonesia dlvr it syvdsw prabowo bangkitbersama,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,orang pilih orang bismillah ganjar pranowo mahfud md ganjarpranowo mahfudmd ganjarmahfud,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,rocky gerung kritik putus prabowo ambil gibran cawapres prabowosubianto gibrantidakpantas,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,1,0,0,gibran,paham jokowi menteri tokoh kendali perintah kumpul prabowo gibran pilih rakyat atur hasil orang tuntut adil lantas mk mk putus,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
61,8,1,20,mahfud,orang pilih orang jual buku makam syeh maulana malik ibrahim semangat kenal ganjar mahfud jamaah,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,anies baswedan capek improve jakarta skala indonesia mbahbonoo muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.4404,0.0,0.734,0.266,Positive
1,0,0,1,#mahfud,sandiaga uno silaturahmi rawan doa restu jabat ketua dewan pakar tpn ganjar mahfud ryn lengkap piped video yx f okspq inews sandiagauno tpnganjarmahfud ganjar mahfud ganjarmahfud ganjarmahfud pilpres,10/30/2023,10/30/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.5106,0.109,0.891,0.0,Negative
66,0,0,59,muhaimin,tahan,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,1,0,0,ganjar mahfudmd,ganjar pranowo mahfud md eklektabilitas tingkat survei gama unggul hasil survei bukti,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,muhaimin,indonesia cerah banget anies muhaimin roda kemudi dinamo gerak ubah haecieluv muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,prabowo gibran,mantap anies orasi sabar lihat prabowo si gibran bantai ajang debat,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,1,0,anies muhaimin,survei charta politika elektabilitas ganjar mahfud prabowo gibran saing unggul anies muhaimin nasional kompas com read hasil survei bukti survei gama unggul,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,diomongin anies bilang keren banget omong banget omong ban,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.5574,0.31,0.69,0.0,Negative
2,0,0,2,#cakimin,suara getar anies baswedan pidato daftar kpu gelombang terpa pilpres aniesbaswedan cakimin amin kpu tribunnews com mata lokal me,10/19/2023,10/19/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin,hama kasih jurus cakimin slepet pakai sarung,10/23/2023,10/23/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
4810,73,73,6894,muhaimin,teruk orang kalah naratif propaganda video urus jenazah malaysia rembat nak palestin tipu mati keep pushing divisyen tentera bawang rejimen operasi khas netizen malaysia peluang,11/6/2023,11/6/2023,Negative,"Sentiment(polarity=-0.1, subjectivity=0.1, assessments=[(['propaganda'], -0.1, 0.1, None)])",-0.1,0.1,-0.25,0.077,0.923,0.0,Negative
0,0,0,0,ganjar,ganjar pranowo pimpin hati santri kyai vidyarfn ganjar presiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,mahfudmd,pasang ganjar pranowo mahfud md persen anies baswedan muhaimin iskandar persen bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,abu janda pecat noh cinta palestina gegayaan lu,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,cakimin,anis cakimin,10/31/2023,10/31/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,#cakimin,jalan santai dukung kupon kepedean aniespembohong aniesgagal aniespemecahbelahbangsa aniesgabener cakimin,10/15/2023,10/15/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
34,2,0,12,anies,ganjar pasang badan anies turun jalan prabowo jalin hubung bonbon solo muat uud sikap cita bangsa indonesia nyata merdeka hak bangsa jajah dunia hapus duduk bangku sekolah dasar paham makna cita bangsa sikap ku penuh tolak kolonialisme bentuk jajah konflik israel palestina simpan duka konflik puluhab tiada habis olah dunia biar konflik israel jajah palestina warga indonesia mengamalkab cita sikap bangsa muat pembukaab undang haram hukum daulat israel bentuk buah negara sah pasal israel jajah tanah saudara palestina alas background sikap biar israel israel hak kuasa palestina tugas suara hak saudara palestina bantu sosial media bantu bentuk bantu beban saudara juang tanah lahir palestina ahad november gelar aksi orasi elit politik lihat suara orasi saudara palestina senang elit politik suara gin mas anies keren turun jalan suara mas ganjarpranowo konsisten bela palestina pasang badan tolak piala dunia u israel nya capres kompak tolak palestina prabowo pura tutup mata hadap nasib saudara miris prabowo notabene menteri tahan milik paham militer aksi bela palestina prabowo jalin normalisasi hubung indonesia israel prabowo paham buka uud tolak keras jajah bangsa tolak kecam daulat israel prabowo israel negara prabowo usaha jalin hubung israel ganjar dibully caci maki tolak israel sikap orang pimpin terima israel daulat israel jajah saudara orang pemimipin indonesia sikap konsisten mas ganjar geram mas ganjar piala dunia batal paham sadar konteks tolak israel piala dunia maaf mas ganjar sikap orang pimpin contoh paham cita bangsa hapus jajah dunia arti warga indonesia kecam bentuk jajah sayang sikap prabowo prabowo pimpin utama usaha hubung indonesia palestina prabowo kapasitas menteri tahan kirim bantu rakyat palestina sayang prabowo lihat condong arah israel bangsa hubung israel prabowo injak cita mulia bangsa dukung jajah israel palestina kontras sikap ganjar konsistensi nya bela palestina dar orasi dar omong ganjad pasang badan bela palestina tolak daulat israel,11/7/2023,11/7/2023,Negative,"Sentiment(polarity=-0.4, subjectivity=1.0, assessments=[(['alas'], -0.4, 1.0, None)])",-0.4,1.0,0.765,0.007,0.964,0.029,Positive
0,0,0,0,muhaimin,prediksi kivlan zen pilpres menang prabowo gibran anies muhaimin ift tt pqkfmbl,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,cakimin,riah acara kunjung anis cakimin dapet momen foto bareng anis cak imin sebar grup temenan virus anis mania ketuk ular pelosok kampung saksi momen daerah merdeka,10/30/2023,10/30/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfud,ganjar mahfud puncak elektabilitas,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
6,0,0,3,#ganjar,ribu santri ponpes ar rahman lihat gembira sambut bacapres ganjarpranowo lihat ganjar televisi langsung rebut salam foto sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,muhaimin,muhaimin iskandar juang pimpin anies mylove muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,muhaimin,ganjar mahfud elektabilitas persen anies muhaimin persen bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
23,6,0,2,prabowo gibran,salah ira nyata prof jimly hakim berani putus anwar usman adik ipar presiden jokowi paman gibran jokowi diberhetikan hormat anggap langgar etika berat tinggal prabowo laku upaya ngotot cermat,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,penuh butuh air irigasi masuk tahan air ekonomi air tahan tumbuh produksi pangan industri energi prabowo prabowo kodekita menatamasadepan,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
92,11,1,36,prabowo,baca personalia tim menang nasional prabowo gibran orang kenal duit respon langsung piped video ama d x sy si uix via youtube,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfudmd,ganjar pranowo mahfud md survei gama unggul hasil survei bukti,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,prabowo,psi id menang prabowo gibran tweet menang prabowogibran,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,#ganjar,catat telur gula rupa bahan utama dominasi kualitas sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfud,harap sih ganjar mahfud tindak tugas partai pengaruh kerja nya kontrak politik partai,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,gibran,konflik dorong prabowo gibran kolaborasi erat biuevez,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,gibran,tuju nggak cawapres alam gibran periode anak walikota anak gubernur anak presiden walikota leadershipnya,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,anies,muhaimin backing anies dynamic duo kasih negara ntsyhwng muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.16666666666666666, assessments=[(['dynamic'], 0.0, 0.16666666666666666, None)])",0.0,0.166666667,0.4019,0.0,0.654,0.346,Positive
0,0,0,0,prabowo,informasi nih guys ornag harap pimpin ayahbowo masgibran dorong libat langsung rakyat bangun pilihansejuk pilihnyapakbowo asiknyasih amamasgibran akurelawanprabowogibran prabowo gerindra,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,deny kerja keras anies layak posisi jalur mri muak,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,-0.34,0.231,0.769,0.0,Negative
447,7,6,196,gibran,tangkap jokowi tangkap gibran tangkap anwar usman ketua mk ipar presiden,11/6/2023,11/6/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,ganjar,ganjar peduli hadap isu internasional akar ponpes ggyy ganjar presiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
2734,394,47,574,ganjar mahfud,nyata mitos takut dunia laut indonesia sosok perempuan laut selatan terimakasih ya nek susipudjiastuti hehehe wonder wanita pangandaran,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#mahfudmd,tuju mahfudmd oh yaa tolong banget nih mudah provokasi huf ganjarmahfud gadis kretek indonesiabelapalestina mkmk malam minggu monumen nasional ganjar hamas hujan allahu akbar retno marsudi transmart,11/5/2023,11/5/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,1,cakimin,semangat puluh ribu masyarakat kawal amin aniesbaswedan gus cakimin kpu,10/19/2023,10/19/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
24,3,0,6,anies,anies baswedan tausyiah an juru dakwah anies baswedan ajak santri ponpes al ubaidah guru inspiratif video mei ya,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,ganjar,ganjar hati santri juang adil palestina luhxurious ganjar presiden,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,mahfudmd,prof mahfud md hakim mk sejarah berani pakai tatanan doktrin hukum progresif perkara tata negara arti beliau baca dinamika mikro masyarakat timbang putus mk,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
62,8,1,27,prabowo,skenario susun jimlyas sengaja pilih ketua mk publik tau dukung prabowo maksud drakor pamangibrancurang,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfudmd,mantan wali kota solo ketua dpc pdi juang kota solo fx had rudyatmo sapa rudy fokus menang pasang calon presiden ganjar pranowo calon wakil presiden mahfud md putar pilpres,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfudmd,iyaa mahfud md aktif aktivitas agama,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,#cakimin #anies,isu duet anies cak imin gus salam cakimin pkb anies koalisi pemilu jatim viva co id kabar,8/31/2023,8/31/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,anies,sabar lihat anies ngerujak paslon politik dinasti pas debat,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,1,0,0,#cakimin,gibranrakabuming cakimin capres cawapres nasdem dpp pkb pilpres,10/18/2023,10/18/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
1,0,0,0,ganjar,partaisocmed tum lihat tertawa bu sus lepas banget moga ganjar menang laut serahin bu sus amin,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
170,170,26,4384,prabowo gibran,andai sisa paslon prabowo gibran tweet prabu aniesbaswedan cakiminow amin,11/1/2023,11/1/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
0,0,0,0,mahfud,pilih mahfud cawapres bantu ganjar tarik suara anak muda tarik pimpin integritas alam,11/7/2023,11/7/2023,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
